MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1928139	Mrps10	mitochondrial ribosomal protein S10	17		mitochondrion			HDA		J:151002 	
MGI:1928139	Mrps10	mitochondrial ribosomal protein S10	17		mitochondrion			IBA	PTN001000177 	J:265628 	
MGI:1915244	Mrps11	mitochondrial ribosomal protein S11	7		mitochondrial small ribosomal subunit			ISO	P82912 	J:164563 J:175816 	
MGI:1915244	Mrps11	mitochondrial ribosomal protein S11	7		mitochondrial small ribosomal subunit			ISS	P82911 	J:72140 	
MGI:1915244	Mrps11	mitochondrial ribosomal protein S11	7		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros		HDA		J:86816 	
MGI:1915244	Mrps11	mitochondrial ribosomal protein S11	7		mitochondrion			HDA		J:151002 	
MGI:1915244	Mrps11	mitochondrial ribosomal protein S11	7		mitochondrion			ISO	P82912 	J:164563 	
MGI:1346333	Mrps12	mitochondrial ribosomal protein S12	7		mitochondrial small ribosomal subunit			ISO	O15235 	J:164563 	
MGI:1346333	Mrps12	mitochondrial ribosomal protein S12	7		mitochondrial small ribosomal subunit			ISS	Q29RU1 	J:72140 	
MGI:1346333	Mrps12	mitochondrial ribosomal protein S12	7		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros		HDA		J:86816 	
MGI:1346333	Mrps12	mitochondrial ribosomal protein S12	7		mitochondrion			HDA		J:151002 	
MGI:1928141	Mrps14	mitochondrial ribosomal protein S14	1		mitochondrial small ribosomal subunit			IBA	PTN000457005 	J:265628 	
MGI:1928141	Mrps14	mitochondrial ribosomal protein S14	1		mitochondrial small ribosomal subunit			ISO	O60783 	J:164563 	
MGI:1928141	Mrps14	mitochondrial ribosomal protein S14	1		mitochondrial small ribosomal subunit			ISS		J:65190 	
MGI:1928141	Mrps14	mitochondrial ribosomal protein S14	1		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1928141	Mrps14	mitochondrial ribosomal protein S14	1		mitochondrion			HDA		J:151002 	
MGI:1928141	Mrps14	mitochondrial ribosomal protein S14	1		mitochondrion			ISO	O60783 	J:164563 	
MGI:1913657	Mrps15	mitochondrial ribosomal protein S15	4		mitochondrial ribosome			IDA		J:213151 	
MGI:1913657	Mrps15	mitochondrial ribosomal protein S15	4		mitochondrial small ribosomal subunit			ISO	P82914 	J:164563 	
MGI:1913657	Mrps15	mitochondrial ribosomal protein S15	4		mitochondrial small ribosomal subunit			ISS	P82913 	J:72140 	
MGI:1913657	Mrps15	mitochondrial ribosomal protein S15	4		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros		HDA		J:86816 	
MGI:1913657	Mrps15	mitochondrial ribosomal protein S15	4		mitochondrion			HDA		J:151002 	
MGI:1913657	Mrps15	mitochondrial ribosomal protein S15	4		mitochondrion			ISO	P82914 	J:164563 	
MGI:1913657	Mrps15	mitochondrial ribosomal protein S15	4		mitochondrion			ISS	P82913 	J:72140 	
MGI:1913492	Mrps16	mitochondrial ribosomal protein S16	14		mitochondrial small ribosomal subunit			IBA	PTN000308746 	J:265628 	
MGI:1913492	Mrps16	mitochondrial ribosomal protein S16	14		mitochondrial small ribosomal subunit			ISO	Q9Y3D3 	J:164563 	
MGI:1913492	Mrps16	mitochondrial ribosomal protein S16	14		mitochondrial small ribosomal subunit			ISS	P82915 	J:72140 	
MGI:1913492	Mrps16	mitochondrial ribosomal protein S16	14		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros		HDA		J:86816 	
MGI:1913492	Mrps16	mitochondrial ribosomal protein S16	14		mitochondrion			HDA		J:151002 	
MGI:1913492	Mrps16	mitochondrial ribosomal protein S16	14		mitochondrion			ISO	Q9Y3D3 	J:164563 	
MGI:1913508	Mrps17	mitochondrial ribosomal protein S17	5		mitochondrial small ribosomal subunit			IBA	PTN000639784 	J:265628 	
MGI:1913508	Mrps17	mitochondrial ribosomal protein S17	5		mitochondrial small ribosomal subunit			ISO	Q9Y2R5 	J:164563 	
MGI:1913508	Mrps17	mitochondrial ribosomal protein S17	5		mitochondrial small ribosomal subunit			ISS	Q9Y2R5 	J:72140 	
MGI:1913508	Mrps17	mitochondrial ribosomal protein S17	5		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1913508	Mrps17	mitochondrial ribosomal protein S17	5		mitochondrion			HDA		J:151002 	
MGI:1915815	Mrps18a	mitochondrial ribosomal protein S18A	17		mitochondrial large ribosomal subunit			ISO	Q9NVS2 	J:164563 	
MGI:1915815	Mrps18a	mitochondrial ribosomal protein S18A	17		mitochondrial small ribosomal subunit			IBA	PTN000336667 	J:265628 	
MGI:1915815	Mrps18a	mitochondrial ribosomal protein S18A	17		mitochondrial small ribosomal subunit			ISO	Q9NVS2 	J:164563 	
MGI:1915815	Mrps18a	mitochondrial ribosomal protein S18A	17		mitochondrial small ribosomal subunit			ISS	P82919 	J:72140 	
MGI:1915815	Mrps18a	mitochondrial ribosomal protein S18A	17		mitochondrion			HDA		J:151002 	
MGI:1915815	Mrps18a	mitochondrial ribosomal protein S18A	17		mitochondrion			ISO	Q9NVS2 	J:164563 	
MGI:1914223	Mrps18b	mitochondrial ribosomal protein S18B	17		mitochondrial small ribosomal subunit			ISO	Q9Y676 	J:164563 	
MGI:1914223	Mrps18b	mitochondrial ribosomal protein S18B	17		mitochondrial small ribosomal subunit			ISS	P82918 	J:72140 	
MGI:1914223	Mrps18b	mitochondrial ribosomal protein S18B	17		mitochondrion			HDA		J:151002 	
MGI:1914223	Mrps18b	mitochondrial ribosomal protein S18B	17		mitochondrion			IBA	PTN001000149 	J:265628 	
MGI:1914223	Mrps18b	mitochondrial ribosomal protein S18B	17		mitochondrion			ISO	Q9Y676 	J:164563 	
MGI:1915985	Mrps18c	mitochondrial ribosomal protein S18C	5		mitochondrial small ribosomal subunit			IBA	PTN000336667 	J:265628 	
MGI:1915985	Mrps18c	mitochondrial ribosomal protein S18C	5		mitochondrial small ribosomal subunit			ISO	Q9Y3D5 	J:164563 	
MGI:1915985	Mrps18c	mitochondrial ribosomal protein S18C	5		mitochondrion			HDA		J:151002 	
MGI:1913542	Mrps21	mitochondrial ribosomal protein S21	3		mitochondrial inner membrane			HDA		J:100953 	
MGI:1913542	Mrps21	mitochondrial ribosomal protein S21	3		mitochondrial small ribosomal subunit			ISO	P82921 	J:164563 	
MGI:1913542	Mrps21	mitochondrial ribosomal protein S21	3		mitochondrial small ribosomal subunit			ISS	P82920 	J:72140 	
MGI:1913542	Mrps21	mitochondrial ribosomal protein S21	3		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1913542	Mrps21	mitochondrial ribosomal protein S21	3		mitochondrion			HDA		J:151002 	
MGI:1913542	Mrps21	mitochondrial ribosomal protein S21	3		mitochondrion			ISS	P82920 	J:72140 	
MGI:1928137	Mrps22	mitochondrial ribosomal protein S22	9		mitochondrial small ribosomal subunit			IBA	PTN000991170 	J:265628 	
MGI:1928137	Mrps22	mitochondrial ribosomal protein S22	9		mitochondrial small ribosomal subunit			ISO	P82650 	J:65190 	
MGI:1928137	Mrps22	mitochondrial ribosomal protein S22	9		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros		HDA		J:86816 	
MGI:1928137	Mrps22	mitochondrial ribosomal protein S22	9		mitochondrion			HDA		J:151002 	
MGI:1928137	Mrps22	mitochondrial ribosomal protein S22	9		mitochondrion			ISO	P82650 	J:164563 	
MGI:1928138	Mrps23	mitochondrial ribosomal protein S23	11		mitochondrial small ribosomal subunit			ISS		J:65190 	
MGI:1928138	Mrps23	mitochondrial ribosomal protein S23	11		mitochondrion			HDA		J:151002 	
MGI:1928138	Mrps23	mitochondrial ribosomal protein S23	11		mitochondrion			IBA	PTN001439905 	J:265628 	
MGI:1928138	Mrps23	mitochondrial ribosomal protein S23	11		mitochondrion			ISO	Q9Y3D9 	J:164563 	
MGI:1928142	Mrps24	mitochondrial ribosomal protein S24	11		mitochondrial small ribosomal subunit			ISS		J:65190 	
MGI:1928142	Mrps24	mitochondrial ribosomal protein S24	11		mitochondrion			HDA		J:151002 	
MGI:1928140	Mrps25	mitochondrial ribosomal protein S25	6		mitochondrial small ribosomal subunit			ISS		J:65190 	
MGI:1928140	Mrps25	mitochondrial ribosomal protein S25	6		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1928140	Mrps25	mitochondrial ribosomal protein S25	6		mitochondrion			HDA		J:151002 	
MGI:1928140	Mrps25	mitochondrial ribosomal protein S25	6		mitochondrion			IBA	PTN000998538 	J:265628 	
MGI:1928140	Mrps25	mitochondrial ribosomal protein S25	6		mitochondrion			ISO	P82663 	J:164563 	
MGI:1333830	Mrps26	mitochondrial ribosomal protein S26	2		mitochondrial small ribosomal subunit			IBA	PTN001077755 	J:265628 	
MGI:1333830	Mrps26	mitochondrial ribosomal protein S26	2		mitochondrion			HDA		J:151002 	
MGI:1333830	Mrps26	mitochondrial ribosomal protein S26	2		mitochondrion			ISO	Q9BYN8 	J:164563 	
MGI:1919064	Mrps27	mitochondrial ribosomal protein S27	13		mitochondrial small ribosomal subunit			ISO	Q92552 	J:164563 	
MGI:1919064	Mrps27	mitochondrial ribosomal protein S27	13		mitochondrion			HDA		J:151002 	
MGI:1919064	Mrps27	mitochondrial ribosomal protein S27	13		mitochondrion			IBA	PTN000483578 	J:265628 	
MGI:1919064	Mrps27	mitochondrial ribosomal protein S27	13		mitochondrion			ISO	Q92552 	J:164563 	
MGI:1913480	Mrps28	mitochondrial ribosomal protein S28	3		mitochondrial small ribosomal subunit			IBA	PTN001002997 	J:265628 	
MGI:1913480	Mrps28	mitochondrial ribosomal protein S28	3		mitochondrion			HDA		J:151002 	
MGI:1913480	Mrps28	mitochondrial ribosomal protein S28	3		mitochondrion			ISO	Q9Y2Q9 	J:164563 	
MGI:1926237	Mrps30	mitochondrial ribosomal protein S30	13		mitochondrial large ribosomal subunit			IBA	PTN002294086 	J:265628 	
MGI:1926237	Mrps30	mitochondrial ribosomal protein S30	13		mitochondrial large ribosomal subunit			ISO	Q9NP92 	J:164563 	
MGI:1926237	Mrps30	mitochondrial ribosomal protein S30	13		mitochondrion			HDA		J:151002 	
MGI:1926237	Mrps30	mitochondrial ribosomal protein S30	13		mitochondrion			ISO	Q9NP92 	J:164563 	
MGI:1913153	Mrps31	mitochondrial ribosomal protein S31	8		mitochondrial small ribosomal subunit			IEA	IPR026299 	J:72247 	
MGI:1913153	Mrps31	mitochondrial ribosomal protein S31	8		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1913153	Mrps31	mitochondrial ribosomal protein S31	8		mitochondrion			HDA		J:151002 	
MGI:1913153	Mrps31	mitochondrial ribosomal protein S31	8		mitochondrion			IDA		J:64955 	
MGI:1913153	Mrps31	mitochondrial ribosomal protein S31	8		mitochondrion			ISO	Q92665 	J:164563 	
MGI:1338046	Mrps33	mitochondrial ribosomal protein S33	6		mitochondrion			HDA		J:151002 	
MGI:1338046	Mrps33	mitochondrial ribosomal protein S33	6		mitochondrion			IBA	PTN001411119 	J:265628 	
MGI:1930188	Mrps34	mitochondrial ribosomal protein S34	17		mitochondrial small ribosomal subunit			IBA	PTN002408389 	J:265628 	
MGI:1930188	Mrps34	mitochondrial ribosomal protein S34	17		mitochondrion			HDA		J:151002 	
MGI:1930188	Mrps34	mitochondrial ribosomal protein S34	17		mitochondrion			IDA		J:222643 	
MGI:1930188	Mrps34	mitochondrial ribosomal protein S34	17		mitochondrion			ISO	P82930 	J:164563 	
MGI:2385255	Mrps35	mitochondrial ribosomal protein S35	6		mitochondrial small ribosomal subunit			IBA	PTN000337133 	J:265628 	
MGI:2385255	Mrps35	mitochondrial ribosomal protein S35	6		mitochondrion			HDA		J:151002 	
MGI:1913378	Mrps36	mitochondrial ribosomal protein S36	13		mitochondrial oxoglutarate dehydrogenase complex			IBA	PTN002055411 	J:265628 	
MGI:1913378	Mrps36	mitochondrial ribosomal protein S36	13		mitochondrial oxoglutarate dehydrogenase complex			IMP		J:314384 	
MGI:1913378	Mrps36	mitochondrial ribosomal protein S36	13		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1913378	Mrps36	mitochondrial ribosomal protein S36	13		mitochondrion			HDA		J:151002 	
MGI:1913378	Mrps36	mitochondrial ribosomal protein S36	13		mitochondrion			IDA		J:86816 	
MGI:1913378	Mrps36	mitochondrial ribosomal protein S36	13		mitochondrion			ISO	P82909 	J:164563 	
MGI:1915121	Mrrf	mitochondrial ribosome recycling factor	2		mitochondrion			HDA		J:151002 	
MGI:1915121	Mrrf	mitochondrial ribosome recycling factor	2		mitochondrion			IBA	PTN000469809 	J:265628 	
MGI:2685748	Mrs2	MRS2 magnesium transporter	13		mitochondrial inner membrane			IBA	PTN000356781 	J:265628 	
MGI:2685748	Mrs2	MRS2 magnesium transporter	13		mitochondrial inner membrane			ISO	RGD:708529 	J:155856 	
MGI:2685748	Mrs2	MRS2 magnesium transporter	13		mitochondrion			HDA		J:151002 	
MGI:2685748	Mrs2	MRS2 magnesium transporter	13		mitochondrion			ISO	Q9HD23 	J:164563 	
MGI:106916	Msra	methionine sulfoxide reductase A	14		mitochondrion			HDA		J:151002 	
MGI:106916	Msra	methionine sulfoxide reductase A	14		mitochondrion		PR:Q9D6Y7-1	IDA		J:164473 	
MGI:106916	Msra	methionine sulfoxide reductase A	14		mitochondrion			ISO	RGD:70979 	J:155856 	
MGI:1923717	Msrb2	methionine sulfoxide reductase B2	2		mitochondrion			HDA		J:151002 	
MGI:1923717	Msrb2	methionine sulfoxide reductase B2	2		mitochondrion			IDA		J:90051 	
MGI:2443538	Msrb3	methionine sulfoxide reductase B3	10	NOT	mitochondrion			IDA		J:92088 	
MGI:2443538	Msrb3	methionine sulfoxide reductase B3	10		mitochondrion			ISO	BC040053 	J:90051 	
MGI:2385175	Msto1	misato 1, mitochondrial distribution and morphology regulator	3		mitochondrial outer membrane			ISO	Q9BUK6 	J:164563 	
MGI:2385175	Msto1	misato 1, mitochondrial distribution and morphology regulator	3		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:97173	Mt3	metallothionein 3	8		mitochondrial outer membrane			ISO	RGD:621252 	J:155856 	
MGI:99927	mt-Atp6	mitochondrially encoded ATP synthase 6	MT		mitochondrial proton-transporting ATP synthase complex			IBA	PTN000151035 	J:265628 	
MGI:99927	mt-Atp6	mitochondrially encoded ATP synthase 6	MT		mitochondrial proton-transporting ATP synthase complex			ISO	P00846 	J:164563 	
MGI:99927	mt-Atp6	mitochondrially encoded ATP synthase 6	MT		mitochondrion			HDA		J:151002 	
MGI:99926	mt-Atp8	mitochondrially encoded ATP synthase 8	MT		mitochondrial proton-transporting ATP synthase complex			IBA	PTN000347297 	J:265628 	
MGI:99926	mt-Atp8	mitochondrially encoded ATP synthase 8	MT		mitochondrial proton-transporting ATP synthase complex			ISO	RGD:621240 	J:155856 	
MGI:99926	mt-Atp8	mitochondrially encoded ATP synthase 8	MT		mitochondrial proton-transporting ATP synthase complex			ISO	P03928 	J:164563 	
MGI:99926	mt-Atp8	mitochondrially encoded ATP synthase 8	MT		mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)			IEA	IPR001421 IPR039017 	J:72247 	
MGI:99926	mt-Atp8	mitochondrially encoded ATP synthase 8	MT		mitochondrion			HDA		J:151002 	
MGI:102504	mt-Co1	mitochondrially encoded cytochrome c oxidase I	MT		mitochondrial inner membrane			IDA		J:111830 	
MGI:102504	mt-Co1	mitochondrially encoded cytochrome c oxidase I	MT		mitochondrial membrane			ISO	P00395 	J:164563 	
MGI:102504	mt-Co1	mitochondrially encoded cytochrome c oxidase I	MT		mitochondrial respiratory chain complex III			ISO	P00395 	J:164563 	
MGI:102504	mt-Co1	mitochondrially encoded cytochrome c oxidase I	MT		mitochondrial respiratory chain complex IV			IBA	PTN000046096 	J:265628 	
MGI:102504	mt-Co1	mitochondrially encoded cytochrome c oxidase I	MT		mitochondrial respiratory chain complex IV			IDA		J:206222 	
MGI:102504	mt-Co1	mitochondrially encoded cytochrome c oxidase I	MT		mitochondrial respiratory chain complex IV			ISO	P00395 	J:164563 	
MGI:102504	mt-Co1	mitochondrially encoded cytochrome c oxidase I	MT		mitochondrion			HDA		J:151002 	
MGI:102504	mt-Co1	mitochondrially encoded cytochrome c oxidase I	MT		mitochondrion			IDA		J:76945 J:85363 J:94621 J:101747 J:104857 J:155116 J:230728 	
MGI:102504	mt-Co1	mitochondrially encoded cytochrome c oxidase I	MT		mitochondrion			ISO	RGD:621871 	J:155856 	
MGI:102503	mt-Co2	mitochondrially encoded cytochrome c oxidase II	MT		mitochondrial inner membrane			ISO	P00403 	J:164563 	
MGI:102503	mt-Co2	mitochondrially encoded cytochrome c oxidase II	MT		mitochondrial membrane			ISO	P00403 	J:164563 	
MGI:102503	mt-Co2	mitochondrially encoded cytochrome c oxidase II	MT		mitochondrial respiratory chain complex IV			ISO	P00403 	J:164563 	
MGI:102503	mt-Co2	mitochondrially encoded cytochrome c oxidase II	MT		mitochondrion			HDA		J:151002 	
MGI:102503	mt-Co2	mitochondrially encoded cytochrome c oxidase II	MT		mitochondrion			IDA		J:155116 J:242351 	
MGI:102503	mt-Co2	mitochondrially encoded cytochrome c oxidase II	MT		mitochondrion			ISO	P00403 	J:73065 	
MGI:102502	mt-Co3	mitochondrially encoded cytochrome c oxidase III	MT		mitochondrial inner membrane			IEA	KW-0999 	J:60000 	
MGI:102502	mt-Co3	mitochondrially encoded cytochrome c oxidase III	MT		mitochondrial membrane			ISO	P00414 	J:164563 	
MGI:102502	mt-Co3	mitochondrially encoded cytochrome c oxidase III	MT		mitochondrial respiratory chain complex IV			ISO	P00414 	J:164563 	
MGI:102502	mt-Co3	mitochondrially encoded cytochrome c oxidase III	MT		mitochondrion			HDA		J:151002 	
MGI:102502	mt-Co3	mitochondrially encoded cytochrome c oxidase III	MT		mitochondrion			IBA	PTN001685539 	J:265628 	
MGI:102501	mt-Cytb	mitochondrially encoded cytochrome b	MT		integral component of mitochondrial inner membrane			IDA		J:235273 	
MGI:102501	mt-Cytb	mitochondrially encoded cytochrome b	MT		integral component of mitochondrial inner membrane			ISO	RGD:620081 	J:155856 	
MGI:102501	mt-Cytb	mitochondrially encoded cytochrome b	MT		mitochondrial inner membrane			ISO	RGD:620081 	J:155856 	
MGI:102501	mt-Cytb	mitochondrially encoded cytochrome b	MT		mitochondrial inner membrane			ISO	P00156 	J:164563 	
MGI:102501	mt-Cytb	mitochondrially encoded cytochrome b	MT		mitochondrial respiratory chain complex III			IBA	PTN000444161 	J:265628 	
MGI:102501	mt-Cytb	mitochondrially encoded cytochrome b	MT		mitochondrial respiratory chain complex III			ISO	P00156 	J:164563 	
MGI:102501	mt-Cytb	mitochondrially encoded cytochrome b	MT		mitochondrion			HDA		J:151002 	
MGI:102501	mt-Cytb	mitochondrially encoded cytochrome b	MT		mitochondrion			IDA		J:109661 	
MGI:102501	mt-Cytb	mitochondrially encoded cytochrome b	MT		mitochondrion			ISO	RGD:620081 	J:155856 	
MGI:101787	mt-Nd1	mitochondrially encoded NADH dehydrogenase 1	MT		mitochondrial inner membrane			ISO	P03886 	J:164563 	
MGI:101787	mt-Nd1	mitochondrially encoded NADH dehydrogenase 1	MT		mitochondrial membrane			ISO	P03886 	J:164563 	
MGI:101787	mt-Nd1	mitochondrially encoded NADH dehydrogenase 1	MT		mitochondrial respiratory chain complex I			IBA	PTN000153361 	J:265628 	
MGI:101787	mt-Nd1	mitochondrially encoded NADH dehydrogenase 1	MT		mitochondrial respiratory chain complex I			ISO	P03886 	J:164563 	
MGI:101787	mt-Nd1	mitochondrially encoded NADH dehydrogenase 1	MT		mitochondrion			HDA		J:151002 	
MGI:101787	mt-Nd1	mitochondrially encoded NADH dehydrogenase 1	MT		mitochondrion			IDA		J:223336 	
MGI:101787	mt-Nd1	mitochondrially encoded NADH dehydrogenase 1	MT		mitochondrion			ISO	RGD:620555 	J:155856 	
MGI:102500	mt-Nd2	mitochondrially encoded NADH dehydrogenase 2	MT		mitochondrial inner membrane			ISO	P03891 	J:164563 	
MGI:102500	mt-Nd2	mitochondrially encoded NADH dehydrogenase 2	MT		mitochondrial respiratory chain complex I			ISO	P03891 	J:164563 	
MGI:102500	mt-Nd2	mitochondrially encoded NADH dehydrogenase 2	MT		mitochondrion			HDA		J:151002 	
MGI:102500	mt-Nd2	mitochondrially encoded NADH dehydrogenase 2	MT		mitochondrion			ISO	RGD:620556 	J:155856 	
MGI:102499	mt-Nd3	mitochondrially encoded NADH dehydrogenase 3	MT		mitochondrial inner membrane			ISO	P03897 	J:164563 	
MGI:102499	mt-Nd3	mitochondrially encoded NADH dehydrogenase 3	MT		mitochondrial respiratory chain complex I			IBA	PTN000114845 	J:265628 	
MGI:102499	mt-Nd3	mitochondrially encoded NADH dehydrogenase 3	MT		mitochondrial respiratory chain complex I			ISO	P03897 	J:164563 	
MGI:102499	mt-Nd3	mitochondrially encoded NADH dehydrogenase 3	MT		mitochondrion			HDA		J:151002 	
MGI:102498	mt-Nd4	mitochondrially encoded NADH dehydrogenase 4	MT		mitochondrial inner membrane			ISO	P03905 	J:164563 	
MGI:102498	mt-Nd4	mitochondrially encoded NADH dehydrogenase 4	MT		mitochondrial respiratory chain complex I			IBA	PTN001865568 	J:265628 	
MGI:102498	mt-Nd4	mitochondrially encoded NADH dehydrogenase 4	MT		mitochondrial respiratory chain complex I			ISO	P03905 	J:164563 	
