Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT",,,
,"(2R,3S,4S,5R)-7-Oxabicyclo[4.1.0]heptane-2,3,4,5-tetrol",162.0528,0.59,8165123,48.72272006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Levoglucosan,162.0528,0.59,9587432,50.74503305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2-Deoxy-scyllo-inosose,162.0528,0.59,8758486,53.15205824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"L-Fucono-1,5-lactone",162.0528,0.59,393429,55.35821787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(R)-2-ethylmalic acid,162.0528,0.59,4444152,50.57764833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(2R,3S)-2,3-dimethylmalate",162.0528,0.59,4444223,46.63890147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1-Deoxyhexo-2,3-diulo-3,6-furanose",162.0528,0.59,35013100,55.08681988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(3S,4S,5R)-3,4-Dihydroxy-5-[(1R)-1-hydroxyethyl]dihydro-2(3H)-furanone (non-preferred name)",162.0528,0.59,58837573,56.7327372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6-Deoxy-alpha-D-arabino-hexopyranos-3-ulose,162.0528,0.59,58837576,53.71230054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6-Deoxy-D-arabino-hexos-2-ulose,162.0528,0.59,58837673,58.46726407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5-Deoxy-3-C-formyl-beta-L-lyxofuranose,162.0528,0.59,58837631,52.14777336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"3,6-Anhydro-beta-D-mannopyranose",162.0528,0.59,58830027,52.51856454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"L-3,6-anhydrogalactose",162.0528,0.59,20016601,55.08681988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"3,6-Anhydro-D-glucose",162.0528,0.59,17229508,55.08681988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"3,6-anhydrogalactose",162.0528,0.59,17229511,55.08681988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meglutol,162.0528,0.59,1600,55.01181958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diethylpyrocarbonate,162.0528,0.59,2943,26.78849556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(R)-3,3-dimethylmalic acid",162.0528,0.59,388509,44.01523929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,5-Anhydro-L-arabino-hex-1-enitol",162.0528,0.59,388378,55.35821787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2-Ethyl-2-hydroxysuccinic acid,162.0528,0.59,388797,50.57764833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1725256,162.0528,0.59,388693,47.28865615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"2-Hydroxy-2,3-dimethylsuccinic acid",162.0528,0.59,347725,46.63890147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"3,6-Anhydro-D-talose",162.0528,0.59,389859,55.08681988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"3,6-Anhydro-D-mannose",162.0528,0.59,389861,55.08681988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(3R,4R,5S)-3,4-Dihydroxy-5-[(1R)-1-hydroxyethyl]dihydro-2(3H)-furanone",162.0528,0.59,389756,56.7327372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"3,6-Dideoxyhex-2-ulosonic acid",162.0528,0.59,389169,53.91225069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(3S)-2-Hydroxy-2,3-dimethylsuccinic acid",162.0528,0.59,389082,46.63890147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2-Hydroxyadipic acid,162.0528,0.59,167943,56.04048848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,5-Anhydro-D-fructose",162.0528,0.59,112421,55.35821787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3-Hydroxyadipic acid,162.0528,0.59,133894,56.04048848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C123_RP,acetyltaurine,167.0253,4.71,0.0,-0.7,-0.5,-2.9,-2.4,0.5,-2.2,-1.9,0.3,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,4.743911783725220000000000000000E-08,2.456936556096830000000000000000E-07,6.576633309668730000000000000000E-01,1.340265875762630000000000000000E-06,2.198373858921330000000000000000E-06,9.999999999925950000000000000000E-01,5.7E+06,7.6E+06,5.6E+06,5.7E+06,5.9E+06,5.4E+06,5.4E+06,5.4E+06,4.4E+07,2.8E+07,4.0E+07,2.2E+07,3.0E+07,2.3E+07,4.3E+07,3.7E+07,3.8E+07,3.9E+07,3.3E+07,2.0E+07,2.3E+07,2.2E+07,2.7E+07,2.0E+07,4.8E+04,4.4E+04,5.2E+04,4.6E+04,4.3E+04,4.3E+04,5.2E+04,36.9,22.8,24.1,16.1,17.2,4.2,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MFCD00171284,167.0252,0.25,142032,35.53470289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,acetyltaurine,167.0252,0.25,140553,41.42150634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C124_RP,acetyltaurine,167.0253,5.33,-0.1,-0.6,-0.5,-3.4,-2.8,0.6,-2.9,-2.5,0.4,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,2.599199463329710000000000000000E-08,9.618968030819120000000000000000E-08,7.869320053433940000000000000000E-01,3.241798610307900000000000000000E-07,1.049140677971390000000000000000E-06,9.741603436625820000000000000000E-01,1.0E+06,1.9E+06,1.2E+06,1.0E+06,9.3E+05,8.6E+05,1.1E+06,9.5E+05,1.2E+07,7.9E+06,1.1E+07,6.1E+06,8.1E+06,6.4E+06,1.1E+07,1.1E+07,1.0E+07,9.2E+06,8.1E+06,5.0E+06,7.0E+06,5.3E+06,6.6E+06,5.5E+06,1.2E+05,1.1E+05,1.2E+05,1.2E+05,1.0E+05,1.0E+05,8.8E+04,32.0,20.9,26.7,16.2,40.2,9.3,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MFCD00171284,167.0252,0.26,142032,35.25017875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,acetyltaurine,167.0252,0.26,140553,41.14255708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C125_RP,Guanidinoethyl Sulfonate,167.0366,4.35,-0.1,-0.9,-0.4,-1.0,-2.7,-1.7,-0.2,-2.3,-2.1,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,2.554482455016250000000000000000E-02,7.287907218557980000000000000000E-06,8.897978599439910000000000000000E-03,8.389767378711400000000000000000E-01,4.066800741180050000000000000000E-05,1.367426441466040000000000000000E-03,3.5E+06,4.5E+06,3.9E+06,3.5E+06,3.9E+06,2.9E+06,3.4E+06,3.4E+06,7.2E+06,3.6E+06,7.5E+06,3.8E+06,7.3E+06,4.4E+06,1.5E+07,1.2E+07,2.8E+07,2.2E+07,2.5E+07,1.4E+07,1.9E+07,1.5E+07,2.1E+07,1.9E+07,1.5E+05,1.5E+05,1.5E+05,1.5E+05,1.4E+05,1.4E+05,1.5E+05,21.5,16.7,67.8,39.9,18.9,7.7,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Guanidinoethyl Sulfonate,167.0365,0.53,61635,20.26084033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C126_RP,P-DMEA,169.0504,3.82,0.0,-0.2,0.2,-1.3,-2.5,-1.2,-1.1,-2.7,-1.6,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,7.052261329920800000000000000000E-04,1.186521834698170000000000000000E-07,1.389947935704730000000000000000E-03,2.166720737401570000000000000000E-03,1.650589016736760000000000000000E-08,4.198992422145600000000000000000E-05,1.4E+07,1.7E+07,1.5E+07,8.6E+06,1.3E+07,1.5E+07,1.6E+07,1.5E+07,3.7E+07,3.9E+07,3.7E+07,3.0E+07,2.7E+07,2.0E+07,4.2E+07,3.3E+07,8.0E+07,1.1E+08,6.4E+07,8.2E+07,9.5E+07,9.0E+07,9.0E+07,9.9E+07,1.2E+05,1.1E+05,1.1E+05,9.9E+04,8.8E+04,8.7E+04,8.4E+04,14.4,16.5,26.8,17.8,25.5,7.7,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,P-DMEA,169.0504,0.09,133469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C127_RP,"N~6~,N~6~-Dimethyllysine",174.1369,3.59,-0.2,0.6,-0.1,-1.5,-2.7,-1.1,-2.4,-2.8,-0.4,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,4.980495800123950000000000000000E-04,7.429377538041740000000000000000E-07,2.208402771680560000000000000000E-02,6.869939733417820000000000000000E-06,6.418247213227590000000000000000E-07,9.471249154180040000000000000000E-01,1.7E+06,1.6E+06,1.8E+06,1.3E+06,1.6E+06,1.7E+06,1.3E+06,1.1E+06,4.8E+06,9.7E+06,4.9E+06,5.3E+06,4.6E+06,5.2E+06,5.9E+06,9.7E+06,1.6E+07,1.2E+07,1.3E+07,9.3E+06,8.7E+06,1.0E+07,7.0E+06,6.2E+06,1.1E+05,1.0E+05,9.5E+04,1.0E+05,9.7E+04,1.0E+05,1.0E+05,26.0,36.4,34.4,11.4,18.8,12.4,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"N~6~,N~6~-Dimethyllysine",174.1368,0.47,3676766,52.14903184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C128_RP,N-Acetyl-L-glutamic acid,189.0638,10.02,0.2,0.2,-0.3,2.9,2.5,-0.3,2.8,3.0,0.2,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,2.433745362103140000000000000000E-10,6.064815071717700000000000000000E-10,8.341786877622860000000000000000E-01,2.751306045734690000000000000000E-10,5.325742933079720000000000000000E-11,9.825760075486160000000000000000E-01,6.1E+07,9.2E+07,6.1E+07,5.9E+07,6.4E+07,7.7E+07,7.0E+07,6.4E+07,1.1E+07,1.0E+07,7.5E+06,9.9E+06,9.8E+06,1.2E+07,7.5E+06,8.9E+06,1.2E+07,1.1E+07,1.1E+07,7.5E+06,1.1E+07,9.0E+06,8.7E+06,8.7E+06,8.6E+05,6.4E+05,2.6E+05,4.6E+05,3.3E+05,4.5E+05,3.2E+05,14.5,13.4,12.3,21.1,19.8,6.4,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AminoDHQ,189.0637,0.51,391770,54.05726434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2263810,189.0637,0.51,19712034,51.24178183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-Acetyl-L-glutamic acid,189.0637,0.51,64077,87.84305456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-Acetyl-DL-glutamic acid,189.0637,0.51,180,87.84305456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(S)-2-amino-6-oxopimelic acid,189.0637,0.51,168916,51.24178183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C129_RP,"DL-2,6-Diaminopimelic acid",190.0954,4.43,0.3,0.2,-0.1,-1.4,-0.5,0.9,-1.3,-0.1,1.2,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.023654743304430000000000000000E-04,3.370297807869080000000000000000E-01,6.064339414036430000000000000000E-03,5.907504025988040000000000000000E-05,1.000000000000000000000000000000E+00,2.114084709322230000000000000000E-04,6.3E+06,9.5E+06,6.6E+06,6.3E+06,7.7E+06,9.3E+06,6.4E+06,5.9E+06,1.8E+07,2.0E+07,1.5E+07,1.9E+07,1.7E+07,1.7E+07,1.7E+07,2.2E+07,1.3E+07,8.9E+06,9.8E+06,8.9E+06,6.4E+06,7.9E+06,8.2E+06,7.3E+06,1.5E+05,1.4E+05,1.3E+05,1.3E+05,1.3E+05,1.4E+05,1.3E+05,9.5,30.4,9.9,8.0,24.8,9.4,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ala-Thr,190.0954,0.10,4932422,37.08914857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-(2-Hydroxyethyl)glutamine,190.0954,0.10,8373507,41.61097174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(2R,6R)-2,6-diaminoheptanedioic acid",190.0954,0.10,1267353,61.73053525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(2S)-2-Amino-4-(lactoylamino)butanoic acid,190.0954,0.10,35013368,37.08914857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thr-Ala,190.0954,0.10,16568385,32.56732539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"DL-2,6-Diaminopimelic acid",190.0954,0.10,842,61.73053525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(S,S)-2,6-diaminopimelic acid",190.0954,0.10,388416,61.73053525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alanylthreonine,190.0954,0.10,377196,37.08914857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"meso-2,6-Diaminopimelic acid",190.0954,0.10,89700,61.73053525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-acetyl-N-hydroxy-L-ornithine,190.0954,0.10,187758,41.61097174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C130_RP,N-Acetyl-L-histidine,197.0802,3.64,0.0,0.3,0.4,3.7,6.1,2.4,3.5,5.7,2.2,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.793309817315240000000000000000E-05,1.577273338793780000000000000000E-08,3.687559107883020000000000000000E-03,3.544965349540580000000000000000E-05,1.334207660255080000000000000000E-08,1.413902286157340000000000000000E-03,1.9E+07,1.9E+07,1.9E+07,1.7E+07,1.7E+07,2.9E+07,1.3E+07,1.2E+07,1.1E+06,1.9E+06,1.1E+06,1.1E+06,1.8E+06,3.3E+06,1.5E+06,1.4E+06,6.4E+05,6.1E+05,2.5E+05,3.5E+05,1.9E+05,1.4E+05,2.6E+05,3.3E+05,2.1E+05,1.6E+05,8.8E+04,8.2E+04,7.9E+04,1.0E+05,1.1E+05,54.1,60.7,52.3,24.2,36.9,16.1,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Methyl 5-(3-buten-1-ylamino)-1,3,4-oxadiazole-2-carboxylate",197.0800,0.64,391843,22.57005669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HC Red No. 3,197.0800,0.64,2707452,16.92754252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-Acetyl-DL-histidine,197.0800,0.64,240418,50.78262755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-Acetyl-L-histidine,197.0800,0.64,68142,62.06765589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C131_RP,DA9185000,202.0454,3.74,0.3,0.1,-1.0,0.6,1.0,0.3,0.8,2.2,1.3,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,7.857834601777140000000000000000E-01,5.071539655100240000000000000000E-02,7.823959975892520000000000000000E-01,2.866722273195200000000000000000E-01,1.748236706370740000000000000000E-04,2.615173247030040000000000000000E-02,6.9E+07,1.2E+08,8.0E+07,8.0E+07,9.1E+07,5.3E+07,8.0E+07,1.1E+08,5.5E+07,4.1E+07,4.8E+07,6.7E+07,4.2E+07,3.3E+07,7.7E+07,7.1E+07,2.5E+07,1.9E+07,5.2E+07,2.8E+07,5.1E+07,2.2E+07,3.3E+07,2.1E+07,1.3E+05,9.7E+04,8.0E+04,7.1E+04,8.9E+04,7.0E+04,7.8E+04,16.7,33.2,35.5,27.6,34.8,11.2,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DA9185000,202.0452,0.78,13090,40.34658674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C132_RP,Glycerylphosphorylethanolamine,215.0560,3.80,0.0,0.0,-0.5,1.2,0.2,-1.1,1.2,0.6,-0.6,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,2.694179971621520000000000000000E-04,1.000000000000000000000000000000E+00,7.522911890539210000000000000000E-04,2.237550252030360000000000000000E-03,5.623849717313570000000000000000E-01,7.142214412341280000000000000000E-02,1.8E+08,2.0E+08,1.9E+08,1.8E+08,2.0E+08,1.1E+08,1.8E+08,1.9E+08,1.0E+08,9.1E+07,7.6E+07,8.1E+07,6.1E+07,8.2E+07,8.4E+07,7.4E+07,2.1E+08,1.7E+08,1.7E+08,1.0E+08,1.6E+08,1.3E+08,1.6E+08,1.1E+08,2.1E+05,2.0E+05,1.9E+05,1.9E+05,1.8E+05,1.8E+05,1.8E+05,24.5,15.3,8.6,21.0,24.3,4.6,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(S)-?-glycerophosphorylethanolamine,215.0559,0.43,4573608,18.6901743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(R)-?-glycerophosphorylethanolamine,215.0559,0.43,392177,18.6901743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Glycerylphosphorylethanolamine,215.0559,0.43,17215919,23.85194168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,240I539PWQ,215.0559,0.43,110410,18.6901743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C133_RP,D-PANTOTHENIC ACID,219.1108,12.14,0.4,0.2,-0.4,-1.1,0.1,1.2,-0.9,0.8,1.7,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.058584538034580000000000000000E-02,1.000000000000000000000000000000E+00,4.253422797525010000000000000000E-03,6.329625382674840000000000000000E-02,1.383216098430740000000000000000E-01,3.488763203806560000000000000000E-04,1.6E+08,3.0E+08,1.5E+08,1.6E+08,1.5E+08,2.2E+08,1.3E+08,1.7E+08,3.3E+08,3.8E+08,2.6E+08,3.0E+08,3.2E+08,3.6E+08,3.5E+08,4.9E+08,1.1E+08,1.1E+08,1.4E+08,8.6E+07,1.5E+08,2.3E+08,1.5E+08,1.1E+08,1.9E+05,1.9E+05,1.9E+05,1.9E+05,1.8E+05,1.9E+05,1.8E+05,47.9,11.3,20.9,12.0,30.1,9.2,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pantothenic acid,219.1107,0.37,963,85.73931857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-PANTOTHENIC ACID,219.1107,0.37,6361,85.73931857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C134_RP,Cyprodenate,227.1887,25.76,1.2,0.2,0.1,-1.2,-3.8,-2.7,-0.1,-2.8,-2.6,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,9.941938530576890000000000000000E-01,6.498604623439290000000000000000E-04,1.560228119735710000000000000000E-02,1.000000000000000000000000000000E+00,1.248895318969230000000000000000E-03,1.350521691933360000000000000000E-02,3.6E+07,1.3E+08,3.6E+07,1.5E+08,5.7E+07,1.3E+07,3.1E+07,3.0E+07,8.9E+07,1.1E+08,7.1E+07,8.4E+07,3.7E+07,6.6E+07,1.5E+08,9.3E+07,3.0E+08,7.9E+08,5.2E+08,4.3E+08,5.2E+08,6.6E+08,4.8E+08,3.2E+08,2.6E+06,2.3E+06,1.9E+06,2.2E+06,3.0E+06,2.7E+06,2.9E+06,38.4,23.9,19.6,53.8,85.4,29.3,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cyprodenate,227.1885,0.56,64892,19.95216619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C135_RP,Tetraacetylethylenediamine,228.1111,4.96,0.7,0.7,-0.2,-5.5,-5.5,0.0,-5.5,-4.7,0.9,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.065237897890370000000000000000E-09,1.067670381009730000000000000000E-09,9.999999999961730000000000000000E-01,6.114455950103970000000000000000E-10,5.927070078518540000000000000000E-09,1.408331017461210000000000000000E-01,3.5E+05,7.2E+05,3.4E+05,3.8E+05,5.2E+05,9.4E+05,2.9E+05,3.1E+05,2.2E+07,3.3E+07,1.7E+07,2.7E+07,1.4E+07,2.3E+07,1.3E+07,2.3E+07,1.8E+07,1.8E+07,1.8E+07,1.4E+07,9.1E+06,1.4E+07,1.4E+07,9.1E+06,3.0E+05,2.9E+05,2.8E+05,2.7E+05,2.5E+05,2.6E+05,2.5E+05,26.8,28.6,18.9,26.7,50.7,26.3,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pro-Hyp,228.1110,0.60,10077215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
